Tweet Text,Location,Sentiment Polarity
"i cant watch a horror movie in a movie theatre without showing my id proving i’m 18, yet a kid went to a flee marke… https://t.co/kCUo1F2Xfa",va,-0.67231008
"RT @smithton_m: Just keep R/Ting THIS DISGRACEFUL ,VULGAR,DISRESPECTFUL,MISCREANT MOTHER. Let her know how you feel, share ur deepest thoug…",tx,-0.481782663
RT @_A__Dub: It's one of the most comprehensive packages of gun violence legislation passed by any state this year. https://t.co/aB6AXdzPmB…,tx,-0.711701745
"@MaggieDog01 @cajun_ice Bernie stole electricity, which is an actual crime. He voted for the gun loophole that got… https://t.co/W0vMCLoDiB",ma,-0.439194229
"The @CCDL, Connecticut's NRA,  has made their endorsements--we cannot allow these politicians to put the special in… https://t.co/wqIp3O2Slo",ct,0.204214441
RT @KyleKashuv: It was great learning about our inalienable right of #2A and how to properly use a gun. This was my first time ever touchin…,ny,0.063849913
RT @shannonrwatts: THEY DID IT!!! Gov Haslam just signed a bill to strengthen Tennessee's background check system. Police can now investiga…,ga,-0.491227482
"Couldn't agree more...where's Trump highly commending this unarmed brave fellow who saved a lot of lives. Hmmm, str… https://t.co/Ld4lmMtYId",me,-0.747329848
"My kid: “I shot mom with a nerf gun in the weiner!!!”

Me: “I don’t have a weiner.”

Hilarity ensues",tx,-0.622994574
"RT @Rebecca_221B: FIRST @MomsDemand meeting in Warrensburg, Missouri!! Wonderful group of people who know common sense steps will reduce gu…",nc,-0.143560353
Uncle of Parkland victim speaks at gun reform rally at SCCC - https://t.co/ZxwqXNXvFV,ny,-0.499889952
RT @shannonrwatts: If only Texas Sen. Cornyn tweeted every time a child was killed by gun violence. https://t.co/4N3wBqM6jh,tx,-0.260804734
RT @shannonrwatts: THEY DID IT!!! Gov Haslam just signed a bill to strengthen Tennessee's background check system. Police can now investiga…,ok,-0.491227482
"@1776Stonewall And if gun control isn’t enacted, or even better 2A voided, America will become a killing ground.",va,-0.355488604
List of 53 gun-banning companies that don't want your business https://t.co/GZov6NvuJa,va,-0.747329848
RT @shannonrwatts: The best thing you could do as a lawmaker to honor Officer Santander and protect the lives of law enforcement officers i…,pa,-0.077501748
"RT @GunLegTrack_MN: Positive sign: After @ErinMayeQuade 24 hour #SitInSpeakOut, Spkr Kurt Daudt indicating he’s open to gun reform. Made no…",mn,-0.141366596
"RT @JosephAschiero: @HollyTarry @JonCaldara Ummm considering he’d been in trouble with the FBI before, and the Secret Service, it wouldn’t…",co,0.063849913
"RT @RealSaavedra: Acting FBI deputy director David Bowdich says Obama's DOJ forced the deletion of 500,000 fugitives from the National Inst…",ca,0.063849913
RT @Breaking911: NOT SO FAST: Hero In Cowboy Hat Wrestles Gun Away From Man Holding Up Butcher Shop In Mexico https://t.co/H3Y7XtzmHS,fl,-0.263826431
"RT @MrFilmkritik: Saves a dozen people.
Hurts himself, goes to hospital.
Leaves hospital, goes to church.
Leaves Church, starts a fundraise…",nv,0.493671552
RT @Ebyluv: Why would gun shots on the @JoeBudden Podcast go off as soon as I hand the guard my ID at the Air Force base 🤦🏾‍♀️ guy in the b…,ny,-0.375071775
RT @DavidWohl: That interrogation was an actionable assault on your rights. What you do off campus with your family is NONE of their busine…,fl,0.063849913
"@BBCBreaking Isn't there a place for ""reasonable"" censorship to HALT the spread of racism, sexism, hate-speech, E.… https://t.co/yV8ICXwAly",ca,-0.407847284
RT @Thomas1774Paine: WATCH: Gun Owners Start BLOWING UP Their Yeti Coolers Over Company’s Decision To Bail On NRA https://t.co/5nZmHbZNW3,va,-0.284899602
"RT @MrFilmkritik: Saves a dozen people.
Hurts himself, goes to hospital.
Leaves hospital, goes to church.
Leaves Church, starts a fundraise…",nv,0.493671552
@Gunn53 @CaliConsrvative Is that your picture in the circle Tommy Gun?,il,0.438926979
"RT @MrFilmkritik: Saves a dozen people.
Hurts himself, goes to hospital.
Leaves hospital, goes to church.
Leaves Church, starts a fundraise…",pa,0.493671552
"RT @jules_su: Turns out, the song “New Slaves” was actually about conservative white men and gun ownership.

🤷‍♂️ https://t.co/kBx5rfBMAt",ca,-0.565805747
"RT @KyleKashuv: Apparently, using my constitutional rights to learn how to defend myself is wrong? Sorry, I thought this was still the Unit…",md,0.342535049
"RT @krassenstein: Trump has been president for 460 days. In this time:

Number of Americans killed by Muslim refugees: 0

Number of America…",fl,-0.062634707
@longlivekcx You guys open for debate for gun safety. A lot of us adults have been fighting for that for several ye… https://t.co/i6oBQ2YGnB,ma,-0.245538098
"I will never understand why those who hate being lumped together with their race don't mind lumping all gun owners,… https://t.co/mNfnJfqUyl",wa,-0.747329848
"@Alyssa_Milano Also, please tie these shootings to anything the NRA has as a public policy. They preach “gun safety” everywhere they go.",nj,-0.208522546
RT @Noncon49285: Brilliance. Pure brilliance. https://t.co/XW7VPG3Q2Y,in,0.029915559
RT @shannonrwatts: The best thing you could do as a lawmaker to honor Officer Santander and protect the lives of law enforcement officers i…,wa,-0.077501748
RT @SMurphyCongress: NEWS: Excited to announce that our campaign has received the @MomsDemand Gun Sense Candidate Distinction! Proud to sta…,fl,0.563565435
"@hickforco hey, why aren't you a part of this? I think you should look into it, for the good of Colorado! https://t.co/9ejjyad2H3",co,-0.235924902
"RT @GavinNewsom: 96 Americans are killed every day by guns. This is a crisis. And rather than attempting to solve the issue, our leaders ar…",az,-0.079175589
"RT @DonaldDucksIt: I won’t praise a BLACK  man taking a gun from a WHITE man in a Waffle House. My base won’t like it.
Nor will I condemn t…",fl,-0.220560957
RT @AMarch4OurLives: Yesterday marked a month since the world marched for change. We are so grateful for the amount of support that was sho…,md,0.21206354
"RT @KyleKashuv: Hey all! Here is the video/thread that was ""taken down"" prior to the meeting. https://t.co/HfriMUneJC",tx,-0.234381784
"RT @TheAlanvargas: Yes I love my community 
Yes I am a liberal 
Yes I want gun control 
Yes I will be voting 

If you don't like me too bad…",wa,-0.490052504
@JohnCornyn @TeamCornyn https://t.co/Hejw4oHwu1,ny,0.233642821
RT @ThickieMenage: Yea I told you this is one of my fears. The way she described him sounds just like you. Typical nice guy and this still…,md,-0.079175549
"RT @ananavarro: How in the hell does a guy with a previous arrest record, who then went into a restaurant, killed 4 people and injured othe…",ma,0.210369044
"RT @John_FN_Seiler: Starting today, readers can pick up select @FAKKU books at their local comic book store! This months books are

Super D…",or,-0.412801702
"RT @CNN: ""I actually tried to count the hairs on her eyelashes just because I was like I almost didn't see you anymore"": James Shaw Jr. hel…",oh,-0.49239534
"RT @AmericanGirl815: #LiberalLogic...

#Liberals want to do extensive background checks on every #American that wants to buy a gun...

But…",pa,-0.266520788
"RT @Education4Libs: Liberals want to do extensive background checks on every American who buys a gun.

They also want to let thousands of S…",md,-0.265007765
RT @kylegriffin1: Minnesota Democratic state Rep. Erin Maye Quade is holding a 24-hour sit-in on the Minnesota House floor to protest the s…,tx,0.226683556
@Hbrowne24 I mean exactly but then do we want to equate our bodies with gun ownership? That’s why I have held off m… https://t.co/pY2rXQD0lQ,ca,-0.124652561
"RT @TuckerCarlson: #ICYMI check out part of my interview with an anti-gun control Parkland teen who says he was interrogated ""like a crimin…",mo,0.21206354
"RT @ananavarro: How in the hell does a guy with a previous arrest record, who then went into a restaurant, killed 4 people and injured othe…",wi,0.210369044
"RT @fab_riella: So listen hun, i see what you are saying but i think we need to address the gun violence against human beings first but tha…",fl,-0.721516522
"RT @TheCut: “Despite the ‘angry Black woman’ accusations that have come about Chikesia’s behavior at the Waffle House, cursing in a restaur…",wa,0.020613772
"Also, if you happen to be a comic shop that did happen to pick up any of our titles, let us know and we'll give you… https://t.co/hUjfnjDbV5",or,-0.803715798
@HollyTarry @JonCaldara What additional gun laws would have prevented the #WaffleHouseShooting?,co,0.418641603
"@nickpwing There's a big difference to their lack of response to the 20+ reports they got on Cruz, and tracking dow… https://t.co/WkgRTLFHxd",ny,-0.177800256
"@kdaudt If you stab MN Gun owners in the back, you'll commit political suicide. Don't cater to the gun grabbers. St… https://t.co/UIN7QxhivZ",mn,-0.260804734
"RT @jojoh888: Brave man during armed robbery at Mexican butcher shop tackled robbery suspect, employees helped as robber pulled a knife aft…",tx,0.201440057
RT @shannonrwatts: If only Texas Sen. Cornyn tweeted every time a child was killed by gun violence. https://t.co/4N3wBqM6jh,tx,-0.260804734
Central Division responding to '6G - Random Gun Fire' at 5900 blk Anita St | Beat 142 | https://t.co/T3RNaGMJui | 15:18,tx,-0.752651205
@Hollywoodheat Top 5? He could at least be #2. Also if you listen to the whole story about the attack and the gun t… https://t.co/3LES7ju4K1,wa,-0.487713092
Teacher Who Questioned Student Gun Control Walkout is Running For President https://t.co/9Yew54JXCQ,ca,-0.469040371
"RT @bbusa617: Anti-Gun Agenda FAILS! The NRA Just Broke Their 15-Year Fundraising Record https://t.co/qbdHePyQUF

NRA JUST BROKE A 15 YEAR…",tx,-0.476801966
"The Night Dad Taught Me About Gun Control - 
https://t.co/h9XX9Rycxn Night Dad Taught Me About Gun Control https://t.co/DWiygim1Ki",id,-0.596372071
"RT @GovMalloyOffice: The #StatesForGunSafety Coalition between #CT, #NY, #NJ, #RI, #MA, #DE and #PR is creating the nation's first Regional…",ct,-0.375071775
RT @GucciGunstrap: What kind gun you using https://t.co/3ekJBze1Hx,pa,0.039255584
That worries me because the last thing the NRA needs is another weapon to wield in fighting off desperately needed… https://t.co/YPNuyZ58MT,ok,-0.748095199
"RT @Kia_Amire: I be on some corny stuff lol. I’ll be watching a movie and a gun fight will breakout, I’ll be like...

“I don’t know why he…",fl,-0.721516522
"RT @Education4Libs: Some gun owners are starting to DESTROY their YETI coolers.

I get the outrage, but some of these coolers cost $500 dol…",oh,-0.087237268
"RT @krassenstein: Trump has been president for 460 days. In this time:

Number of Americans killed by Muslim refugees: 0

Number of America…",al,-0.062634707
"RT @Everytown: Good news from Maryland: Yesterday, GOP Governor Larry Hogan signed a trio of bipartisan gun violence prevention bills! 

We…",fl,-0.080821777
"RT @Everytown: Good news from Maryland: Yesterday, GOP Governor Larry Hogan signed a trio of bipartisan gun violence prevention bills! 

We…",wa,-0.080821777
"RT @american_putz: WAKE UP!

These people attacking Joy Ann Reid are the same people attacking all of us. 

This is NOT because they are of…",co,-0.41146189
@MomsDemand Thank you @NRA for the murders of police officers.  NRA prevents any type of gun laws to prevent weapon… https://t.co/sM92PJRGMe,va,-0.234381784
I'm being as subtle as gun right now and it's still flying straight over peoples' heads. https://t.co/1VLAt6gJdp,ks,-0.747329848
"RT @AmericanGirl815: #LiberalLogic...

#Liberals want to do extensive background checks on every #American that wants to buy a gun...

But…",me,-0.266520788
RT @Cernovich: Teacher Who Questioned Student Gun Control Walkout is Running For President https://t.co/9Yew54JXCQ,tn,0.067629776
"RT @Rebecca_221B: Wonderful turnout for our FIRST @MomsDemand meeting in Arnold, Missouri tonight. We've had it with gun violence and are r…",mo,-0.429297299
"@proudchicagoan @HenryDonson @pyasmin_95 @kanyewest Ok, lets see if you're not brain washed. Do you believe anthopo… https://t.co/Kyke4Y2Y9i",va,-0.719254216
RT @d1Vinman: If you're shooting your YETI cooler or hot/cold travel mugs then You're exactly the person I don't think has any business own…,nv,-0.260804734
Retweeted to amplify! Thank you for the proactive reply Sonia! #SMSSummit https://t.co/nubNdcYAMx,il,-0.687506704
Destiny 2's best new gun isn't even out but players are already arguing about it https://t.co/EievIVx2tb via… https://t.co/gqZcpO88lK,oh,-0.606165371
RT @fred_guttenberg: Another state signing common sense gun safety measures. This was a Republican governor doing his part to sign legislat…,fl,-0.300439539
RT @israhirsi: can we just talk about how there has been the movement to have gun reform for years? like parkland did not start this moveme…,mo,-0.077501748
RT @shannonrwatts: THEY DID IT!!! Gov Haslam just signed a bill to strengthen Tennessee's background check system. Police can now investiga…,az,-0.491227482
"RT @dworet: Our son Alex was wounded, witnessed friends classmates murdered, lost his brother Nick in SCHOOL. @realDonaldTrump need common…",ga,0.456668586
RT @RockefellerInst: The Regional Gun Violence Research Consortium is dedicated to the reduction of violence involving firearms through int…,ny,0.081801065
"RT @NRA: The mentoring initiative is an extension of NRA’s founding principles—providing gun safety, training and education to all American…",tx,0.564813922
"RT @alangura: See Ezell v. City of Chicago, 846 F.3d 888, 896-98 (7th Cir. 2017) for right of minors to access gun range. https://t.co/Vyq9…",in,-0.08040016
"RT @yesgregyes: They love applauding war. They love applauding the troops. How about a standing ovation for an end to poverty, eliminating…",il,0.151819522
"RT @TheRISEofROD: Kyle Kashuv was berated &amp; demeaned by 2 Armed School Security Officers &amp; 1 Broward County Sheriff Officer, solely for sup…",al,0.063849913
"RT @bbusa617: Anti-Gun Agenda FAILS! The NRA Just Broke Their 15-Year Fundraising Record https://t.co/qbdHePyQUF

NRA JUST BROKE A 15 YEAR…",ca,-0.476801966
That’s the one thing he’s doing a good job at . 😡 #resist https://t.co/iBqnVpOLmg,ca,-0.669099878
"RT @RepRobinKelly: Last night, @RulesReps killed my @NRA transparency amendment. Families deserve to know if their vacation fund is going t…",nc,-0.077501748
"RT @Liz_Wheeler: If you want to keep kids safe in school:

- Abolish gun free zones
- Arm teachers
- Hire armed security guards
- If you se…",tx,-0.424696626
"RT @Everytown: Good news from Maryland: Yesterday, GOP Governor Larry Hogan signed a trio of bipartisan gun violence prevention bills! 

We…",oh,-0.080821777
RT @fred_guttenberg: Guessing that fundraising record was the result of your members.  NOT!!! More likely the nervous gun manufacturers who…,co,-0.721516522
RT @Lawrence: Hero ... https://t.co/O5QY8akwAz,ca,0.235044917
RT @Indira_L: Jaw-dropping breach of journalism standards at Sarasota @HeraldTribune: Gun-rights columnist is also a top news editor. Can y…,mi,-0.301906462
"RT @CNN: ""I actually tried to count the hairs on her eyelashes just because I was like I almost didn't see you anymore"": James Shaw Jr. hel…",ne,-0.49239534
"The majority of the kids here in Nevada have difficulty with reading at their grade level, spelling, and basic math… https://t.co/KCPn0V8wxs",nv,-0.687506704
"RT @FuckThe_NRA: An officer was shot &amp; killed in Maine today, making 5 of our best ""good guys with guns"" killed in 6 days. RIP.

Meanwhile…",ca,-0.424696626
"RT @RealJack: Liberals preach all day about listening to the opinions of celebrities...

But when Kanye speaks out, media &amp; liberals unleas…",la,-0.079175549
"RT @RheaButcher: The first time I ever held a gun was in my twenties and my dad was instructing me and told me, “THE first thing you need t…",ny,-0.101268461
"RT @NRA: CDC surveys in the 1990s that were never publicly reported, indicate there were nearly 2.5 million defensive uses of guns a year.…",tx,0.063849913
How did that work for you? https://t.co/gTUsHiKxuw,az,-0.213636866
RT @shannonrwatts: If only Texas Sen. Cornyn tweeted every time a child was killed by gun violence. https://t.co/4N3wBqM6jh,ca,-0.260804734
‘Lord Of The Flies’ Teaches Everything You Need To Know About Letting Kids Push Gun Control https://t.co/yGzzsz0aFZ #tcot,ca,-0.747329848
‘Lord Of The Flies’ Teaches Everything You Need To Know About Letting Kids Push Gun Control https://t.co/yGzzsz0aFZ #tcot,mi,-0.747329848
RT @DavidWohl: That interrogation was an actionable assault on your rights. What you do off campus with your family is NONE of their busine…,mo,0.063849913
"RT @MrFilmkritik: Saves a dozen people.
Hurts himself, goes to hospital.
Leaves hospital, goes to church.
Leaves Church, starts a fundraise…",in,0.493671552
"RT @MelinatedR: TODAY'S MESSAGE - Black ppl you are not welcomed, you are tolerated. That's a big difference. Stop trying to fit in. Let's…",ny,-0.079175549
"RT @CNN: ""I actually tried to count the hairs on her eyelashes just because I was just like, I almost didn't see you anymore"": James Shaw J…",in,-0.49239534
RT @shannonrwatts: If only Texas Sen. Cornyn tweeted every time a child was killed by gun violence. https://t.co/4N3wBqM6jh,tx,-0.260804734
"RT @DonaldDucksIt: I won’t praise a BLACK  man taking a gun from a WHITE man in a Waffle House. My base won’t like it.
Nor will I condemn t…",az,-0.220560957
"RT @JMReflectionsof: .#KyleKashuv rolls eyes
 at school officials’
 ruling about trip
 to gun🔫range 
that triggered #Liberals

#NRA 
#JoinT…",me,0.08064889
"RT @Education4Libs: Some gun owners are starting to DESTROY their YETI coolers.

I get the outrage, but some of these coolers cost $500 dol…",pa,-0.087237268
"RT @NRA: CDC surveys in the 1990s that were never publicly reported, indicate there were nearly 2.5 million defensive uses of guns a year.…",oh,0.063849913
"RT @EdwardTHardy: Donald Trump hasn’t said anything about James Shaw Jr, the man who wrestled the gun away from the Waffle House shooter",tx,0.150098758
@SamGranger_ @harmocarpenter Love what you picked! We're playing BAD THINGS by MACHINE GUN KELLY / CAMILA CABELLO b… https://t.co/5Nv3xDtt7f,ny,-0.565805747
"RT @jules_su: Turns out, the song “New Slaves” was actually about conservative white men and gun ownership.

🤷‍♂️ https://t.co/kBx5rfBMAt",ny,-0.565805747
@cc5harmonyy @lineslly Love what you picked! We're playing BAD THINGS by MACHINE GUN KELLY / CAMILA CABELLO because… https://t.co/uW6kK08kr8,ny,-0.487713125
@jcamilizer28 @shelikecontrol Love what you picked! We're playing BAD THINGS by MACHINE GUN KELLY / CAMILA CABELLO… https://t.co/lG8svzpLKl,ny,-0.487713125
RT @TurtleboyNews: Career criminal who killed a Maine cop today was released 30 days ago by Judge Michael Patten with a warning and $7500 b…,ma,-0.080846854
"RT @DonaldDucksIt: I won’t praise a BLACK  man taking a gun from a WHITE man in a Waffle House. My base won’t like it.
Nor will I condemn t…",tn,-0.220560957
RT @shannonrwatts: THEY DID IT!!! Gov Haslam just signed a bill to strengthen Tennessee's background check system. Police can now investiga…,co,-0.491227482
RT @KingThelonious: WHO WAS COUNTING? https://t.co/x8vDOtVntI,ca,0.539747757
"RT @wsvn: Cowboy takedown! A would-be robber pointed his gun at a Mexican grocery store cashier and a customer to demand money, but he held…",va,0.183292609
"RT @RealJack: Liberals preach all day about listening to the opinions of celebrities...

But when Kanye speaks out, media &amp; liberals unleas…",ca,-0.079175549
"RT @Education4Libs: Some gun owners are starting to DESTROY their YETI coolers.

I get the outrage, but some of these coolers cost $500 dol…",ok,-0.087237268
RT @FoxNews: QUICK-THINKING: A good Samaritan donning a cowboy hat tackled an armed robbery suspect after he pulled out a gun in a Mexican…,mn,0.183292646
RT @magsss1904: marinhs got a gun pf dá uso ao teu nome e mata-te,in,0.646789141
"RT @Everytown: Good news from Maryland: Yesterday, GOP Governor Larry Hogan signed a trio of bipartisan gun violence prevention bills! 

We…",in,-0.080821777
"RT @MrFilmkritik: Saves a dozen people.
Hurts himself, goes to hospital.
Leaves hospital, goes to church.
Leaves Church, starts a fundraise…",ca,0.493671552
"RT @krassenstein: Trump has been president for 460 days. In this time:

Number of Americans killed by Muslim refugees: 0

Number of America…",az,-0.062634707
@davehluchy @ixzist @IDream_inColor9 @KristineDeVer14 @athynz1 @MatthewVerkamp @KyleKashuv @davehill77 Fit what pro… https://t.co/w72mbPXv92,tx,-0.566848927
"RT @KyleKashuv: Hey all! Here is the video/thread that was ""taken down"" prior to the meeting. https://t.co/HfriMUneJC",mi,-0.234381784
"RT @Liz_Wheeler: Liberals: Stop bullying!

Also, liberals:

Bully @ShaniaTwain for liking Trump

Bully @jayfeely for protecting his daughte…",tx,-0.424696626
@MRT_Saints @BklynBirny @carlschnack @seanmdav @CassandraRules That's what you get when form your views from what y… https://t.co/ZjnAUleMFQ,ny,-0.546343932
"RT @MrFilmkritik: Saves a dozen people.
Hurts himself, goes to hospital.
Leaves hospital, goes to church.
Leaves Church, starts a fundraise…",ny,0.493671552
"RT @kelseybew_: So my baby starts crying, y’all. A 31 year old man straight BAWLING cause he’s terrified that if he reaches for his pocket…",in,-0.424696626
"RT @shannonrwatts: Our lawmakers are enabling the gun lobby to manifest this uniquely American hellscape: “The male officer, 27, who was sh…",pa,0.018899049
@shannonrwatts Do you know the difference between a machine gun and an automatic rifle? A bump stock will not allow… https://t.co/HxPCN6IGlS,tx,-0.262318221
"RT @KyleKashuv: Mr. Pittman, it was an illegal and unconstitutional detainment. See U.S. Code § 1983 and JDB v. North Carolina 

1) the der…",ca,-0.102927619
So now you’re asking other teachers and friends to cyber bully a teen student? You mam have zero ethics or morals a… https://t.co/3S7GHrWwzH,fl,-0.803715798
"RT @MrFilmkritik: Saves a dozen people.
Hurts himself, goes to hospital.
Leaves hospital, goes to church.
Leaves Church, starts a fundraise…",la,0.493671552
RT @KassandraSeven: Throw Them Out Action Plan | Everytown for Gun Safety https://t.co/9v5up5OgUl https://t.co/k15DVHVjXX,mi,-0.408959279
"RT @bbusa617: Anti-Gun Agenda FAILS! The NRA Just Broke Their 15-Year Fundraising Record https://t.co/qbdHePyQUF

NRA JUST BROKE A 15 YEAR…",ms,-0.476801966
RT @KyleKashuv: Wait... did this American History teacher at my school just say #2A is for hunting? Did he not bother to read the federalis…,co,-0.36119067
"RT @Rebecca_221B: FIRST @MomsDemand meeting in Warrensburg, Missouri!! Wonderful group of people who know common sense steps will reduce gu…",mo,-0.143560353
"RT @GregNorberg: In response to Yeti Cooler company caving to liberal “gun ban” pressure and abandoning the NRA, another cooler company has…",ca,0.078927539
"RT @RheaButcher: The first time I ever held a gun was in my twenties and my dad was instructing me and told me, “THE first thing you need t…",pa,-0.101268461
"RT @MarcACaputo: This happens too often with FBI, it appears. 

How about creating a Bureau of Threat Assessment that would handle tips abo…",in,0.353737639
"RT @AmericanGirl815: #LiberalLogic...

#Liberals want to do extensive background checks on every #American that wants to buy a gun...

But…",pa,-0.266520788
@Kerryc9 @chancetherapper Maybe you didn’t read the new info that has came out.  Google it.  She was a. Drunk b. St… https://t.co/6dG56OcZqB,nc,-0.487713092
"RT @TheAlanvargas: Yes I love my community 
Yes I am a liberal 
Yes I want gun control 
Yes I will be voting 

If you don't like me too bad…",tx,-0.490052504
RT @shannonrwatts: Texas lawmakers Gov. Greg Abbott and Senators Ted Cruz and John Cornyn will speak at the @NRA convention in Dallas next…,pa,0.183292609
"@nickpwing I don't want cops in school in general so you're factually wrong about me wanting ""more"" cops, though hi… https://t.co/Isloi6unYk",ny,-0.487713092
"RT @CandaceTX: If you're angrier that you didnt get your purity unicorn than you are that:
• LGBTQ
• POC
• immigrants
• elderly
• working p…",ca,0.210369081
"RT @ThomboyD: The NRA, for whom every situation is apparently made better with a gun, does not allow firearms at their convention, or withi…",md,0.063849913
"RT @JohnFeinblatt: LOVE this photo. Congrats to Gov. @LarryHogan, the Maryland General Assembly, and Maryland @MomsDemand on the signing of…",mo,0.005270218
RT @ModernMindsPsy: When the auto speed limit is lowered to 65 mph to SAVE LIVES no one says this is just the government's first step down…,tx,0.418641603
RT @shannonrwatts: THEY DID IT!!! Gov Haslam just signed a bill to strengthen Tennessee's background check system. Police can now investiga…,co,-0.491227482
"I emailed them when I first heard. They replied with ""milktoast"" form letter. Guess they're too big too fail, or so… https://t.co/VgkpgYXrfN",fl,-0.804333657
RT @AMarch4OurLives: Yesterday marked a month since the world marched for change. We are so grateful for the amount of support that was sho…,fl,0.21206354
"RT @MrFilmkritik: Saves a dozen people.
Hurts himself, goes to hospital.
Leaves hospital, goes to church.
Leaves Church, starts a fundraise…",in,0.493671552
HELL THE PROCESS OF BECOMING AN AMERICAN CITIZEN IS LONGER THAN THE PROCESS OF OBTAINING A GUN!!!! y’all are so afr… https://t.co/R96dTowLuv,va,-0.096096514
"RT @alfie322: Shannon, you awarded a gunsense candidate distinction to a candidate that has an A rating from the NRA and have yet to proper…",in,0.342535049
RT @evesuzanne: Nicole founded the Northwest Arkansas @MomsDemand group and is a Gun Sense Candidate! 🙌 #arleg https://t.co/qoiu3ThF5R,mo,0.069354658
RT @shannonrwatts: If only Texas Sen. Cornyn tweeted every time a child was killed by gun violence. https://t.co/4N3wBqM6jh,ma,-0.260804734
RT @SocaMomDC: Your president has nothing to say about the tragedy here... right here...  4 young people under 30 lost their lives to gun v…,ny,0.078927539
RT @kelseybew_: He says to them “Officers it was a gun. I know what an issued taser looks like because it looks like *insert description he…,tn,-0.391904299
RT @Cernovich: Teacher Who Questioned Student Gun Control Walkout is Running For President https://t.co/9Yew54JXCQ,tn,0.067629776
@ConyThePony1 @RheaButcher 999999 times out of 1000000 owing a gun will make you and anyone you live with/around le… https://t.co/I4u5dZCIsg,or,-0.234381784
"@_CaitlynNicole_ it wasn’t your fault! my nose is just sensitive 
tbh i’m glad u didn’t use the gun though bc that looks a lot more painful",nv,-0.423400454
RT @AudraEqualityMc: The answer is white in front of our eyes. https://t.co/6c0zsitzQq,ma,-0.098519725
"@VinceGottalotta Glad Mr. Pittman gets to legally own the 2 guns of his choice, but feels the ""NEED"" to exercise ""H… https://t.co/Z0QKHNZiIP",in,-0.12629265
RT @shannonrwatts: If only Texas Sen. Cornyn tweeted every time a child was killed by gun violence. https://t.co/4N3wBqM6jh,tx,-0.260804734
Yeah they freak out because others disagree with them....Microagression as it is termed which in their minds justif… https://t.co/CarH0RLxhi,ar,-0.688433115
"RT @KyleKashuv: Hey all! Here is the video/thread that was ""taken down"" prior to the meeting. https://t.co/HfriMUneJC",la,-0.234381784
"RT @AJBenjaminJr: Short answer - mass shooters have access to guns in the US to a degree not seen elsewhere. In the meantime, let's be real…",la,-0.087237308
Favorite rappers of all time since the start 🐐 New rap ain’t got shit on them. https://t.co/yrDzJBa14c,az,-0.628807222
RT @chrisconte: This is James Shaw. He's a hero. His hands are burned from grabbing the barrel of a gun used to kill four people at a Nashv…,ga,0.226325427
RT @shannonrwatts: If only Texas Sen. Cornyn tweeted every time a child was killed by gun violence. https://t.co/4N3wBqM6jh,tx,-0.260804734
"RT @JMReflectionsof: .#KyleKashuv rolls eyes
 at school officials’
 ruling about trip
 to gun🔫range 
that triggered #Liberals

#NRA 
#JoinT…",in,0.08064889
"RT @TuckerCarlson: #ICYMI check out part of my interview with an anti-gun control Parkland teen who says he was interrogated ""like a crimin…",wa,0.21206354
"@ThatsRi00732527 @leononleonard @WSMV Semi autos that have pistol grips and high capacity, quickly reloadable magaz… https://t.co/xbqUgzsDvf",tn,-0.245538098
"RT @CNN: ""I actually tried to count the hairs on her eyelashes just because I was just like, I almost didn't see you anymore"": James Shaw J…",fl,-0.49239534
"RT @shannonrwatts: Our lawmakers are enabling the gun lobby to manifest this uniquely American hellscape: “The male officer, 27, who was sh…",mo,0.018899049
RT @NahBabyNah: @Katheal @realbamamark @debriley1997 @caterinagrove @realDonaldTrump @Lrihendry @JackPosobiec @RealJamesWoods @ShotsRangOut…,tn,-0.062634747
"Parkland Pro-Gun Student Kashuv: School Used ""Very, Very, Very Harsh Interrogation Tactics Against Me"" (VIDEO) https://t.co/UOk7mmCxZP",ma,-0.488232804
"RT @CalebJHull: Parkland teacher went after @KyleKashuv for going to a gun range.

Kyle tells me:
""I find it utterly disappointing that he…",nc,-0.077501748
RT @NRA: To all law-abiding gun-owning Americans: @YETICoolers  declines to do business with freedom's safest place. We guess they don't su…,tx,0.062126867
I hereby retract my previous statement about the police in Waffle House arrest case. Police say woman arrested brou… https://t.co/KxGA498YLk,co,-0.687506704
"RT @WhitfordBradley: I love you Toronto. I love you Canada. Your universal healthcare, your rational gun control, your de-escalation traini…",mo,-0.084815412
RT @GavinNewsom: Governor Hogan has an A-rating by the @NRA. He just signed three new commonsense gun reform bills into law. Governors acro…,fl,-0.375071775
"RT @givenchyass: If the “meanest” thing i do is tell people that support gun violence and a homophobic, racist, sexist piece of shit to fuc…",tx,0.332911
"@ForeignAffairs 🇺🇸🇬🇧🇫🇷 ,  I didn't understand why France wouldn't support the Iraq War.  their story of freedom is… https://t.co/9JKwxq9DTj",ga,0.164275207
"RT @FloWrestling: Nathan Tomasello is a tough son of a gun.

The four-time All-American announced today that he wrestled the entire season…",oh,-0.10292758
RT @KyleKashuv: Wait... did this American History teacher at my school just say #2A is for hunting? Did he not bother to read the federalis…,mi,-0.36119067
"RT @Everytown: Good news from Maryland: Yesterday, GOP Governor Larry Hogan signed a trio of bipartisan gun violence prevention bills! 

We…",ca,-0.080821777
"RT @krassenstein: Trump has been president for 460 days. In this time:

Number of Americans killed by Muslim refugees: 0

Number of America…",co,-0.062634707
